estrutura,num_threads,op_total,prop_escrita,op_tipo,tempo
CopyOnWriteArrayList,2,1000,0.5,read,4170
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,4492
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,1057042
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,641
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,1017262
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
CopyOnWriteArrayList,2,1000,0.5,read,320
CopyOnWriteArrayList,2,1000,0.5,read,0
CopyOnWriteArrayList,2,1000,0.5,read,321
