estrutura,num_threads,operacao,tempo
ConcurrentHashMap,5,read,84083
ConcurrentHashMap,5,read,11053
ConcurrentHashMap,5,read,5132
ConcurrentHashMap,5,read,3948
ConcurrentHashMap,5,read,4342
ConcurrentHashMap,5,read,4736
ConcurrentHashMap,5,read,3552
ConcurrentHashMap,5,read,4737
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,4738
ConcurrentHashMap,5,read,3947
ConcurrentHashMap,5,read,4342
ConcurrentHashMap,5,read,4342
ConcurrentHashMap,5,read,3553
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,3553
ConcurrentHashMap,5,read,3553
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,1974
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2764
ConcurrentHashMap,5,read,2764
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,3553
ConcurrentHashMap,5,read,1974
ConcurrentHashMap,5,read,2368
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,1974
ConcurrentHashMap,5,read,2368
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,1579
ConcurrentHashMap,5,read,1579
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,1579
ConcurrentHashMap,5,read,1973
ConcurrentHashMap,5,read,1973
ConcurrentHashMap,5,read,2368
ConcurrentHashMap,5,read,2764
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,1973
ConcurrentHashMap,5,read,1579
ConcurrentHashMap,5,read,1185
ConcurrentHashMap,5,read,1973
ConcurrentHashMap,5,read,3553
ConcurrentHashMap,5,read,3158
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,1974
ConcurrentHashMap,5,read,2368
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,1974
ConcurrentHashMap,5,read,1974
ConcurrentHashMap,5,read,2368
ConcurrentHashMap,5,read,2763
ConcurrentHashMap,5,read,2369
ConcurrentHashMap,5,read,2368
ConcurrentHashMap,5,read,1579
