estrutura,num_threads,op_total,prop_escrita,op_tipo,tempo
ConcurrentHashMap,64,100,0.8,read,7786
ConcurrentHashMap,64,100,0.8,read,1415
ConcurrentHashMap,64,100,0.8,read,1770
ConcurrentHashMap,64,100,0.8,read,1416
ConcurrentHashMap,64,100,0.8,read,1416
ConcurrentHashMap,64,100,0.8,read,1415
ConcurrentHashMap,64,100,0.8,read,1416
ConcurrentHashMap,64,100,0.8,read,1415
ConcurrentHashMap,64,100,0.8,read,1061
ConcurrentHashMap,64,100,0.8,read,1061
ConcurrentHashMap,64,100,0.8,read,1062
ConcurrentHashMap,64,100,0.8,read,1062
ConcurrentHashMap,64,100,0.8,read,1416
ConcurrentHashMap,64,100,0.8,read,1062
ConcurrentHashMap,64,100,0.8,read,1061
ConcurrentHashMap,64,100,0.8,read,1416
ConcurrentHashMap,64,100,0.8,read,1415
ConcurrentHashMap,64,100,0.8,read,1062
ConcurrentHashMap,64,100,0.8,read,1062
ConcurrentHashMap,64,100,0.8,read,1416
ConcurrentHashMap,64,100,0.8,write,32205
ConcurrentHashMap,64,100,0.8,write,7432
ConcurrentHashMap,64,100,0.8,write,11325
ConcurrentHashMap,64,100,0.8,write,3539
ConcurrentHashMap,64,100,0.8,write,3893
ConcurrentHashMap,64,100,0.8,write,3185
ConcurrentHashMap,64,100,0.8,write,3539
ConcurrentHashMap,64,100,0.8,write,5663
ConcurrentHashMap,64,100,0.8,write,3185
ConcurrentHashMap,64,100,0.8,write,3185
ConcurrentHashMap,64,100,0.8,write,2831
ConcurrentHashMap,64,100,0.8,write,30082
ConcurrentHashMap,64,100,0.8,write,63703
ConcurrentHashMap,64,100,0.8,write,4601
ConcurrentHashMap,64,100,0.8,write,26189
ConcurrentHashMap,64,100,0.8,write,3893
ConcurrentHashMap,64,100,0.8,write,3185
ConcurrentHashMap,64,100,0.8,write,2831
ConcurrentHashMap,64,100,0.8,write,16987
ConcurrentHashMap,64,100,0.8,write,8140
ConcurrentHashMap,64,100,0.8,write,7432
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,7786
ConcurrentHashMap,64,100,0.8,write,49546
ConcurrentHashMap,64,100,0.8,write,9909
ConcurrentHashMap,64,100,0.8,write,6017
ConcurrentHashMap,64,100,0.8,write,9201
ConcurrentHashMap,64,100,0.8,write,21588
ConcurrentHashMap,64,100,0.8,write,17696
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,7432
ConcurrentHashMap,64,100,0.8,write,13449
ConcurrentHashMap,64,100,0.8,write,6016
ConcurrentHashMap,64,100,0.8,write,7079
ConcurrentHashMap,64,100,0.8,write,16279
ConcurrentHashMap,64,100,0.8,write,6017
ConcurrentHashMap,64,100,0.8,write,4247
ConcurrentHashMap,64,100,0.8,write,7432
ConcurrentHashMap,64,100,0.8,write,16988
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,8140
ConcurrentHashMap,64,100,0.8,write,15218
ConcurrentHashMap,64,100,0.8,write,4955
ConcurrentHashMap,64,100,0.8,write,29020
ConcurrentHashMap,64,100,0.8,write,6370
ConcurrentHashMap,64,100,0.8,write,9555
ConcurrentHashMap,64,100,0.8,write,10263
ConcurrentHashMap,64,100,0.8,write,96262
ConcurrentHashMap,64,100,0.8,write,9555
ConcurrentHashMap,64,100,0.8,write,7432
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,6724
ConcurrentHashMap,64,100,0.8,write,6370
ConcurrentHashMap,64,100,0.8,write,5662
ConcurrentHashMap,64,100,0.8,write,6017
ConcurrentHashMap,64,100,0.8,write,6016
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,2044851
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,5308
ConcurrentHashMap,64,100,0.8,write,8139
ConcurrentHashMap,64,100,0.8,write,4600
ConcurrentHashMap,64,100,0.8,write,7786
ConcurrentHashMap,64,100,0.8,write,21588
ConcurrentHashMap,64,100,0.8,write,9555
ConcurrentHashMap,64,100,0.8,write,23003
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,6724
ConcurrentHashMap,64,100,0.8,write,31144
ConcurrentHashMap,64,100,0.8,write,8848
ConcurrentHashMap,64,100,0.8,write,8494
ConcurrentHashMap,64,100,0.8,write,10617
ConcurrentHashMap,64,100,0.8,write,13448
ConcurrentHashMap,64,100,0.8,write,7078
ConcurrentHashMap,64,100,0.8,write,21234
ConcurrentHashMap,64,100,0.8,write,13802
ConcurrentHashMap,64,100,0.8,write,6371
ConcurrentHashMap,64,100,0.8,write,13094
ConcurrentHashMap,64,100,0.8,write,6016
ConcurrentHashMap,64,100,0.8,write,27958
SynchronizedMap,64,100,0.8,read,20880
SynchronizedMap,64,100,0.8,read,6370
SynchronizedMap,64,100,0.8,read,1415
SynchronizedMap,64,100,0.8,read,1416
SynchronizedMap,64,100,0.8,read,1416
SynchronizedMap,64,100,0.8,read,1062
SynchronizedMap,64,100,0.8,read,14510
SynchronizedMap,64,100,0.8,read,2831
SynchronizedMap,64,100,0.8,read,1415
SynchronizedMap,64,100,0.8,read,2124
SynchronizedMap,64,100,0.8,read,1416
SynchronizedMap,64,100,0.8,read,1415
SynchronizedMap,64,100,0.8,read,1062
SynchronizedMap,64,100,0.8,read,2831
SynchronizedMap,64,100,0.8,read,1416
SynchronizedMap,64,100,0.8,read,1416
SynchronizedMap,64,100,0.8,read,1769
SynchronizedMap,64,100,0.8,read,1415
SynchronizedMap,64,100,0.8,read,1062
SynchronizedMap,64,100,0.8,read,2123
SynchronizedMap,64,100,0.8,write,31498
SynchronizedMap,64,100,0.8,write,2831
SynchronizedMap,64,100,0.8,write,1770
SynchronizedMap,64,100,0.8,write,3185
SynchronizedMap,64,100,0.8,write,2478
SynchronizedMap,64,100,0.8,write,1770
SynchronizedMap,64,100,0.8,write,1769
