estrutura,num_threads,operacao,tempo
ConcurrentHashMap,3,read,11843
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,3553
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,2764
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,2764
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,2764
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1580
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,2763
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,7895
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,2369
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1973
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,2763
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,7895
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,2368
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1974
ConcurrentHashMap,3,read,1579
ConcurrentHashMap,3,read,18159
ConcurrentHashMap,3,read,10659
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,10658
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,3552
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,2763
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,790
ConcurrentHashMap,3,read,1185
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,1184
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,0
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,2763
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,394
ConcurrentHashMap,3,read,789
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,395
ConcurrentHashMap,3,read,1185
